"GEO_ID","NAME","C03002_001E","C03002_001M","C03002_002E","C03002_002M","C03002_003E","C03002_003M","C03002_004E","C03002_004M","C03002_005E","C03002_005M","C03002_006E","C03002_006M","C03002_007E","C03002_007M","C03002_008E","C03002_008M","C03002_009E","C03002_009M","C03002_010E","C03002_010M","C03002_011E","C03002_011M","C03002_012E","C03002_012M"
"id","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!Not Hispanic or Latino","Margin of Error!!Total!!Not Hispanic or Latino","Estimate!!Total!!Not Hispanic or Latino!!White alone","Margin of Error!!Total!!Not Hispanic or Latino!!White alone","Estimate!!Total!!Not Hispanic or Latino!!Black or African American alone","Margin of Error!!Total!!Not Hispanic or Latino!!Black or African American alone","Estimate!!Total!!Not Hispanic or Latino!!American Indian and Alaska Native alone","Margin of Error!!Total!!Not Hispanic or Latino!!American Indian and Alaska Native alone","Estimate!!Total!!Not Hispanic or Latino!!Asian alone","Margin of Error!!Total!!Not Hispanic or Latino!!Asian alone","Estimate!!Total!!Not Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total!!Not Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total!!Not Hispanic or Latino!!Some other race alone","Margin of Error!!Total!!Not Hispanic or Latino!!Some other race alone","Estimate!!Total!!Not Hispanic or Latino!!Two or more races","Margin of Error!!Total!!Not Hispanic or Latino!!Two or more races","Estimate!!Total!!Not Hispanic or Latino!!Two or more races!!Two races including Some other race","Margin of Error!!Total!!Not Hispanic or Latino!!Two or more races!!Two races including Some other race","Estimate!!Total!!Not Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and three or more races","Margin of Error!!Total!!Not Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and three or more races","Estimate!!Total!!Hispanic or Latino","Margin of Error!!Total!!Hispanic or Latino"
"1600000US0203000","Anchorage municipality, Alaska","291538","*****","264431","*****","166481","547","16163","1248","20306","2440","27668","2132","6080","1103","583","563","27150","3297","499","667","26651","3292","27107","*****"
"1600000US0667000","San Francisco city, California","883305","*****","748641","*****","353507","979","43953","1872","1187","687","301051","4782","2085","1214","3259","1334","43599","5543","1667","866","41932","5420","134664","*****"
"1600000US0809280","Broomfield city, Colorado","69267","*****","60537","*****","52849","314","1103","243","96","125","4951","564","0","204","40","72","1498","773","263","408","1235","569","8730","*****"
"1600000US0820000","Denver city, Colorado","716492","*****","503930","*****","388778","901","60726","2736","3508","927","26332","1797","1109","267","1604","891","21873","3245","1139","741","20734","3156","212562","*****"
"1600000US1150000","Washington city, District of Columbia","702455","*****","623206","*****","259371","567","311654","2571","1281","393","26959","1262","336","118","3502","2061","20103","2422","1424","810","18679","2238","79249","*****"
"1600000US1319000","Columbus city, Georgia","194160","*****","179273","*****","77701","93","90065","1866","107","130","4211","904","224","326","250","247","6715","2059","251","244","6464","2002","14887","*****"
"1600000US1349008","Macon-Bibb County, Georgia","153095","*****","147879","*****","57722","325","81693","2323","0","226","3234","338","144","230","730","874","4356","2213","357","424","3999","2197","5216","*****"
"1600000US2146027","Lexington-Fayette urban county, Kentucky","323780","*****","299752","*****","228662","568","46981","1727","77","144","12495","1105","0","197","876","603","10661","2085","820","579","9841","1892","24028","*****"
"1600000US2255000","New Orleans city, Louisiana","391006","*****","369044","*****","119239","422","229793","1512","516","262","10854","790","0","217","2433","1029","6209","1384","109","117","6100","1361","21962","*****"
"1600000US2404000","Baltimore city, Maryland","602495","*****","569434","*****","166647","472","369090","3216","1467","485","15490","791","61","116","1643","832","15036","3246","1865","1415","13171","2810","33061","*****"
"1600000US2965000","St. Louis city, Missouri","302838","*****","290329","*****","133688","275","137087","1809","685","328","10662","679","342","439","719","463","7146","2021","48","80","7098","2018","12509","*****"
"1600000US3651000","New York city, New York","8398748","*****","5949297","*****","2675819","3549","1823673","7985","15596","2502","1182612","9461","2370","1156","65258","6893","183969","11659","24908","3733","159061","10928","2449451","*****"
"1600000US4260000","Philadelphia city, Pennsylvania","1584138","*****","1343869","*****","539006","2166","635924","5463","3237","1404","116224","2558","496","409","4950","1861","44032","6267","4517","2417","39515","5827","240269","*****"
"1600000US5101000","Alexandria city, Virginia","160530","*****","133643","*****","82842","240","34330","1620","0","206","9068","1039","82","147","224","185","7097","2055","276","273","6821","2077","26887","*****"
"1600000US5103000","Arlington CDP, Virginia","237521","*****","200015","*****","144740","441","20752","1080","642","264","22930","1692","356","414","1122","590","9473","1888","19","32","9454","1885","37506","*****"
"1600000US5116000","Chesapeake city, Virginia","242634","*****","226788","*****","137621","344","70954","1747","212","286","8754","995","128","162","612","453","8507","2042","0","206","8507","2042","15846","*****"
"1600000US5135000","Hampton city, Virginia","134313","*****","126227","*****","50237","663","67216","1500","243","211","2668","778","237","255","605","663","5021","1789","136","240","4885","1738","8086","*****"
"1600000US5147672","Lynchburg city, Virginia","82126","*****","78509","*****","50756","504","23230","738","149","184","1889","382","0","206","483","504","2002","874","0","206","2002","874","3617","*****"
"1600000US5156000","Newport News city, Virginia","178626","*****","162225","*****","75545","419","73315","1788","126","150","6334","560","187","255","699","482","6019","1751","584","841","5435","1456","16401","*****"
"1600000US5157000","Norfolk city, Virginia","244076","*****","223669","*****","105132","377","97582","2407","485","406","9079","579","154","173","446","384","10791","2464","94","123","10697","2467","20407","*****"
"1600000US5164000","Portsmouth city, Virginia","94632","*****","90223","*****","35271","67","47132","2064","1554","1275","1429","365","0","206","247","179","4590","1769","0","206","4590","1769","4409","*****"
"1600000US5167000","Richmond city, Virginia","228783","*****","212607","*****","94939","233","105654","1656","106","167","5419","467","0","206","441","382","6048","1888","206","219","5842","1765","16176","*****"
"1600000US5168000","Roanoke city, Virginia","99920","*****","93382","*****","57831","327","28130","1650","162","211","3048","974","0","206","361","367","3850","1948","0","206","3850","1948","6538","*****"
"1600000US5176432","Suffolk city, Virginia","91185","*****","86926","*****","44731","96","37311","1456","174","137","1742","368","0","206","108","133","2860","1504","0","206","2860","1504","4259","*****"
"1600000US5182000","Virginia Beach city, Virginia","450189","*****","412824","*****","275371","534","84333","2855","1431","427","31875","1535","143","196","1152","787","18519","3572","247","248","18272","3510","37365","*****"
"1600000US1380508","Warner Robins city, Georgia","75413","26","70196","2797","35216","4050","30249","3692","542","699","3237","2312","0","226","0","226","952","770","64","113","888","760","5217","2801"
"1600000US3419390","East Orange city, New Jersey","64469","29","54181","3313","1080","477","50350","3444","282","471","508","396","0","210","1578","1249","383","266","31","47","352","250","10288","3317"
"1600000US4850820","New Braunfels city, Texas","85566","3695","53111","3614","49357","3608","1105","609","110","188","611","512","0","228","0","228","1928","784","0","228","1928","784","32455","4045"
"1600000US4804000","Arlington city, Texas","398122","60","285641","10042","153415","8623","91338","8890","1125","801","27117","4664","0","228","1276","1348","11370","2808","218","286","11152","2865","112481","10045"
"1600000US3006550","Billings city, Montana","109544","33","102307","1236","92006","1726","528","366","5255","1346","1019","589","67","116","51","78","3381","1164","55","91","3326","1181","7237","1234"
"1600000US0410670","Casas Adobes CDP, Arizona","75694","6168","56100","5510","48728","5506","1156","564","32","50","3473","1621","0","211","77","95","2634","1362","165","270","2469","1339","19594","3662"
"1600000US3663000","Rochester city, New York","206290","39","163929","3080","73015","4282","74846","4963","562","350","6303","1866","0","201","1706","1510","7497","2111","69","111","7428","2085","42361","3081"
"1600000US3137000","Omaha city, Nebraska","468267","42","399520","1414","307845","2745","56503","3299","2120","908","17185","2055","13","27","1515","1007","14339","3307","52","57","14287","3312","68747","1419"
"1600000US1854180","Noblesville city, Indiana","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"1600000US3712000","Charlotte city, North Carolina","872506","46","745742","5119","355697","7566","304339","7947","2876","736","61139","2685","223","277","2557","1343","18911","3599","828","513","18083","3601","126764","5124"
"1600000US0627000","Fresno city, California","530073","81","267735","6292","144621","6453","33135","3001","2611","1019","73869","5013","705","483","1131","1057","11663","2840","745","721","10918","2584","262338","6303"
"1600000US4454640","Pawtucket city, Rhode Island","71842","35","53598","3717","33781","3909","13472","2635","52","93","788","698","37","62","4112","2097","1356","788","199","210","1157","738","18244","3721"
"1600000US1249675","North Port city, Florida","68637","37","64890","2027","57150","4127","4829","3138","0","229","394","317","0","229","199","250","2318","1494","0","229","2318","1494","3747","2026"
"1600000US0477000","Tucson city, Arizona","545987","59","307849","6593","237996","6608","28650","2693","10005","1979","17007","2570","1009","608","826","562","12356","1988","665","596","11691","1950","238138","6595"
"1600000US0630000","Glendale city, California","201374","53","166140","5323","131535","5823","2640","1226","350","481","26883","4670","125","144","0","211","4607","1127","81","135","4526","1145","35234","5319"
"1600000US2270000","Shreveport city, Louisiana","189149","1081","185005","1455","70641","3558","106494","3448","1109","555","3669","818","60","90","74","91","2958","1417","117","126","2841","1392","4144","930"
"1600000US0137000","Huntsville city, Alabama","199808","2075","186411","3021","110272","4612","61390","4429","1300","842","6181","1694","0","201","465","501","6803","2378","126","206","6677","2363","13397","1907"
"1600000US1239925","Lehigh Acres CDP, Florida","135272","8038","70367","5995","41463","5310","25967","4186","153","155","823","607","7","17","222","364","1732","912","0","229","1732","912","64905","7050"
"1600000US1263000","St. Petersburg city, Florida","265100","31","240688","3891","161623","6462","57003","5674","678","541","13045","3046","388","301","544","343","7407","2237","172","281","7235","2206","24412","3893"
"1600000US5305210","Bellevue city, Washington","147595","37","138314","2665","71735","5007","4224","2401","88","143","55012","5146","0","204","887","817","6368","1689","790","696","5578","1553","9281","2664"
"1600000US1254350","Palm Harbor CDP, Florida","65994","5785","62616","5812","59336","5631","599","537","24","45","1637","940","0","229","0","229","1020","616","55","91","965","591","3378","1492"
"1600000US1827000","Gary city, Indiana","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"1600000US0636770","Irvine city, California","282584","66","247353","6297","109820","7014","2799","1367","1125","959","120125","7697","402","465","1172","865","11910","3812","596","497","11314","3730","35231","6288"
"1600000US1256825","Pine Hills CDP, Florida","90070","11874","77250","12113","6688","1753","65287","12010","0","229","2049","1431","0","229","2062","1833","1164","1040","126","217","1038","1025","12820","5016"
"1600000US5370000","Tacoma city, Washington","216271","48","192106","3272","127029","5196","19481","3278","3680","1288","20113","2988","2724","1246","794","651","18285","3331","25","44","18260","3339","24165","3263"
"1600000US0107000","Birmingham city, Alabama","209294","935","199220","2834","50884","4060","140995","4479","361","472","2946","1141","206","315","170","249","3658","1563","952","1097","2706","1175","10074","2804"
"1600000US0648354","Modesto city, California","215032","35","124745","6638","91548","5845","8458","2204","1436","990","12492","3041","3370","900","81","133","7360","1902","85","144","7275","1920","90287","6645"
"1600000US0602364","Apple Valley town, California","73508","30","47117","4113","36683","3829","6316","2033","135","165","1035","677","2","5","121","199","2825","1497","0","211","2825","1497","26391","4109"
"1600000US1077580","Wilmington city, Delaware","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"1600000US4737640","Jackson city, Tennessee","66900","23","63439","496","30026","1354","31747","1438","80","142","1033","333","0","211","0","211","553","398","0","211","553","398","3461","493"
"1600000US1707133","Bolingbrook village, Illinois","74224","4230","52552","4255","29342","3597","10582","2398","137","172","6879","2118","165","206","132","209","5315","2972","37","63","5278","2978","21672","4378"
"1600000US1301052","Albany city, Georgia","71646","2660","70530","2508","13989","1613","53851","2693","463","418","354","488","23","37","0","226","1850","1430","0","226","1850","1430","1116","774"
"1600000US2684000","Warren city, Michigan","134583","31","130814","1230","92918","4575","23501","3720","151","164","10897","3279","59","115","0","172","3288","1409","45","73","3243","1408","3769","1229"
"1600000US1230000","Hialeah city, Florida","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"1600000US3673000","Syracuse city, New York","142740","41","128815","2045","68975","2794","44252","2837","1786","734","8436","1433","34","57","358","318","4974","1262","52","89","4922","1256","13925","2047"
"1600000US0662364","Rocklin city, California","67231","46","55924","2363","45777","3072","967","702","486","519","6280","1757","77","96","62","104","2275","971","0","211","2275","971","11307","2363"
"1600000US0660620","Richmond city, California","110175","99","66390","5585","21157","2998","17747","3185","221","275","21740","4774","1099","1068","1485","1764","2941","1362","41","66","2900","1360","43785","5583"
"1600000US1973335","Sioux City city, Iowa","82762","2643","67149","2394","56771","2237","4299","482","1873","251","2499","556","60","106","70","117","1577","676","0","163","1577","676","15613","1449"
"1600000US1269700","Sunrise city, Florida","95461","36","62001","4424","21369","3164","30464","4351","58","90","5020","1840","268","434","1757","2526","3065","1647","317","366","2748","1572","33460","4427"
"1600000US4804462","Atascocita CDP, Texas","86243","8729","61937","7943","42183","7727","16210","4709","23","41","2567","1649","0","228","117","196","837","592","0","228","837","592","24306","6517"
"1600000US4848768","Mission city, Texas","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"1600000US2674900","Southfield city, Michigan","73141","66","71919","769","17079","2513","51057","2509","43","76","1774","1074","0","172","182","251","1784","995","28","47","1756","993","1222","765"
"1600000US4843888","Longview city, Texas","81424","1051","67704","2944","44775","2852","20209","2327","137","243","1419","561","363","484","0","228","801","640","196","329","605","504","13720","2747"
"1600000US1714000","Chicago city, Illinois","2705988","42","1929327","14657","899980","15232","784266","11727","2581","1307","179841","9369","247","288","8185","2863","54227","6053","3737","1889","50490","5879","776661","14657"
"1600000US1608830","Boise City city, Idaho","228807","60","208576","3411","188526","4662","5227","2589","450","423","8698","2323","379","374","293","426","5003","1729","160","290","4843","1762","20231","3417"
"1600000US0566080","Springdale city, Arkansas","81641","2630","51498","4244","39330","4357","2482","1682","941","608","1817","2065","5288","1589","157","265","1483","1242","0","201","1483","1242","30143","3089"
"1600000US2680700","Troy city, Michigan","84259","50","82149","1176","53596","2862","4744","2268","20","35","21346","2482","44","63","339","557","2060","830","0","172","2060","830","2110","1176"
"1600000US1210275","Cape Coral city, Florida","189342","35","155033","5666","138594","6583","9977","3761","0","229","3798","1865","23","43","1100","992","1541","877","48","81","1493","867","34309","5669"
"1600000US0611530","Carson city, California","91899","52","51276","4611","5014","1351","22780","4497","381","367","16559","2977","4007","2403","28","40","2507","1324","0","211","2507","1324","40623","4611"
"1600000US5548000","Madison city, Wisconsin","258034","81","239167","2521","186034","4041","20276","2558","1411","775","23594","2622","0","151","181","212","7671","1965","788","612","6883","1894","18867","2516"
"1600000US4876000","Waco city, Texas","138180","33","91175","3033","58277","3075","28498","2224","133","172","2608","851","0","228","0","228","1659","882","41","62","1618","885","47005","3027"
"1600000US4847892","Mesquite city, Texas","142874","228","74409","6995","33794","4189","34068","6378","429","454","3558","1785","40","72","408","526","2112","1161","225","225","1887","1068","68465","6962"
"1600000US5335415","Kent city, Washington","129613","43","108317","5884","57842","5091","17806","4831","205","228","21051","4295","3651","2594","130","156","7632","2303","71","117","7561","2301","21296","5891"
"1600000US5114440","Centreville CDP, Virginia","78356","6048","66871","5219","35605","4229","5313","1564","144","246","21993","3154","189","260","465","581","3162","1110","0","206","3162","1110","11485","4142"
"1600000US0669000","Santa Ana city, California","332727","50","77765","7223","31338","4198","4649","2952","377","307","37805","5715","378","472","995","1238","2223","858","0","211","2223","858","254962","7225"
"1600000US1770122","Skokie village, Illinois","63292","44","58555","2344","30059","3250","5020","2046","0","190","18978","3634","561","647","156","249","3781","1818","404","430","3377","1870","4737","2345"
"1600000US4801000","Abilene city, Texas","125456","3546","91321","3135","71252","2910","12656","1035","470","274","3265","494","0","228","578","569","3100","888","187","211","2913","868","34135","1297"
"1600000US1224000","Fort Lauderdale city, Florida","182611","60","147100","5370","83857","6216","57298","7561","559","442","3279","1551","0","229","666","391","1441","827","82","138","1359","808","35511","5376"
"1600000US0827425","Fort Collins city, Colorado","167823","37","148746","2409","134197","2721","1845","743","622","405","6521","1240","214","185","429","531","4918","1295","32","55","4886","1284","19077","2412"
"1600000US0616532","Costa Mesa city, California","113610","35","73095","5306","56575","5505","1783","1014","0","211","11409","3213","0","211","262","314","3066","1489","720","1170","2346","954","40515","5305"
"1600000US4962470","Provo city, Utah","116713","45","97482","3277","85302","3707","1733","1162","398","305","2635","765","2721","1724","386","581","4307","1107","57","94","4250","1109","19231","3269"
"1600000US2555745","Quincy city, Massachusetts","94590","40","91508","1482","53782","4321","5889","2291","124","169","29874","4111","0","211","519","577","1320","582","0","211","1320","582","3082","1474"
"1600000US3451000","Newark city, New Jersey","282102","35","171473","5174","25062","3028","132649","5191","0","210","6047","2075","0","210","4570","2255","3145","1619","563","540","2582","1511","110629","5176"
"1600000US2036000","Kansas City city, Kansas","154361","1985","107553","1784","59094","1610","33292","2406","529","534","7768","1026","1379","1917","252","178","5239","1791","405","400","4834","1675","46808","1042"
"1600000US2426000","Ellicott City CDP, Maryland","72689","5159","69354","5204","38548","4094","7032","2305","0","206","20817","3441","42","70","1503","1542","1412","711","163","198","1249","679","3335","1634"
"1600000US4845384","McAllen city, Texas","143429","29","18427","2977","12433","2610","534","474","53","88","4947","2238","0","228","57","95","403","365","0","228","403","365","125002","2979"
"1600000US0608786","Buena Park city, California","82435","62","52628","4898","20017","3952","2605","1344","80","140","28421","4809","88","158","0","211","1417","790","0","211","1417","790","29807","4898"
"1600000US2507000","Boston city, Massachusetts","695926","3776","556739","6804","309275","5936","155733","3615","1708","744","64943","2779","165","201","5505","1760","19410","2831","3358","1539","16052","2538","139187","4811"
"1600000US0624477","Florence-Graham CDP, California","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"1600000US2052575","Olathe city, Kansas","139588","74","121661","3044","103822","3818","8238","1918","120","131","5422","1847","108","137","69","114","3882","1289","0","177","3882","1289","17927","3045"
"1600000US0955990","Norwalk city, Connecticut","89049","27","64624","4702","48841","5170","10653","3098","0","207","3662","1394","77","128","0","207","1391","978","0","207","1391","978","24425","4707"
"1600000US0668000","San Jose city, California","1030119","83","696300","9465","253571","8451","29432","3807","2205","786","367280","10535","4977","1467","2846","1488","35989","4794","1420","820","34569","4755","333819","9459"
"1600000US0613014","Chico city, California","94787","43","77464","2529","66384","2974","2230","841","450","415","3977","1302","270","412","164","376","3989","1400","0","211","3989","1400","17323","2529"
"1600000US0608954","Burbank city, California","103687","36","81369","3821","62125","4374","2140","1255","330","298","12766","2878","0","211","2042","1370","1966","860","180","171","1786","865","22318","3821"
"1600000US2537000","Lowell city, Massachusetts","111666","42","91057","3069","53640","4934","10411","3087","1303","1074","24025","4210","0","211","375","343","1303","646","195","176","1108","610","20609","3069"
"1600000US3649121","Mount Vernon city, New York","67606","47","54632","2788","11142","2576","41348","3256","52","95","662","559","0","201","504","390","924","684","105","93","819","681","12974","2791"
"1600000US0626000","Fremont city, California","237815","53","208468","5194","47949","4502","8126","2786","1236","605","139197","6555","2302","1302","1145","727","8513","2202","1642","969","6871","1903","29347","5197"
"1600000US5357535","Redmond city, Washington","67680","35","59310","2543","32507","3520","1193","776","412","456","22984","3080","0","204","218","277","1996","842","140","160","1856","871","8370","2539"
"1600000US2915670","Columbia city, Missouri","123182","24","118020","669","92469","2260","11041","2239","446","198","7653","1293","0","190","83","139","6328","2440","145","210","6183","2454","5162","666"
"1600000US2756896","St. Cloud city, Minnesota","68928","2508","67581","2561","51047","3028","10622","2485","234","153","2854","1124","0","147","315","548","2509","1065","0","147","2509","1065","1347","638"
"1600000US4740000","Knoxville city, Tennessee","187514","57","177567","2230","136744","2866","31619","3005","615","626","2689","819","0","211","49","81","5851","2195","42","69","5809","2181","9947","2226"
"1600000US1270675","Tamarac city, Florida","66043","46","40465","4287","22626","3233","15711","3830","0","229","1344","968","0","229","71","117","713","542","192","242","521","480","25578","4285"
"1600000US0428380","Goodyear city, Arizona","82837","35","54829","5417","44881","4849","3251","1589","847","486","2985","1672","874","1296","704","763","1287","737","0","211","1287","737","28008","5412"
"1600000US0427400","Gilbert town, Arizona","248269","65","207129","5322","170004","6881","12279","4056","826","542","14851","3347","515","406","662","667","7992","2004","70","117","7922","2010","41140","5324"
"1600000US5374060","Vancouver city, Washington","183017","39","155506","3208","130539","3848","3819","1147","440","270","9732","2117","1704","1510","104","120","9168","1598","0","204","9168","1598","27511","3215"
"1600000US0668378","San Ramon city, California","75832","40","69350","2101","27007","3468","1186","704","0","211","35439","3664","1275","1735","167","275","4276","1374","215","267","4061","1374","6482","2098"
"1600000US1304000","Atlanta city, Georgia","498073","109","475094","4192","189230","6635","252493","8270","495","292","19875","2867","142","244","1324","685","11535","2667","471","462","11064","2692","22979","4184"
"1600000US7232522","Guaynabo zona urbana, Puerto Rico","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"1600000US1831000","Hammond city, Indiana","75806","43","43266","3283","28331","3260","13458","2997","267","275","305","241","0","198","0","198","905","503","71","89","834","496","32540","3282"
"1600000US0832155","Greeley city, Colorado","107345","30","70982","3747","63307","3561","3360","1089","486","340","954","519","986","1054","0","204","1889","688","0","204","1889","688","36363","3745"
"1600000US0550450","North Little Rock city, Arkansas","66126","26","62449","2310","34843","2935","25815","3377","208","267","173","159","0","201","212","211","1198","973","0","201","1198","973","3677","2308"
"1600000US5560500","Oshkosh city, Wisconsin","66737","36","63556","1016","57204","1529","2538","799","311","232","2174","1031","0","151","0","151","1329","702","0","151","1329","702","3181","1018"
"1600000US0937000","Hartford city, Connecticut","122591","37","66890","3233","15617","2227","44300","3428","15","34","2868","1142","0","207","540","503","3550","1726","162","197","3388","1735","55701","3229"
"1600000US4824000","El Paso city, Texas","682686","66","122925","3307","83979","2937","19916","2098","1171","627","8924","1237","1030","313","315","349","7590","1916","428","598","7162","1841","559761","3305"
"1600000US3608026","Brentwood CDP, New York","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"1600000US0636546","Inglewood city, California","109427","40","54035","4609","4628","1399","41077","4000","205","201","3747","2060","746","1136","86","99","3546","1327","213","281","3333","1295","55392","4611"
"1600000US3268400","Sparks city, Nevada","104254","42","73223","4367","59868","4186","1525","772","1363","1202","6533","1773","422","429","0","211","3512","1234","0","211","3512","1234","31031","4364"
"1600000US1255775","Pembroke Pines city, Florida","172387","62","96523","6603","44154","5470","36559","7818","1144","1350","9891","2812","249","355","1862","1381","2664","1054","172","217","2492","1010","75864","6599"
"1600000US1232275","Homestead city, Florida","70469","38","21394","4702","7686","2134","11593","4202","0","229","686","665","195","153","247","354","987","1037","0","229","987","1037","49075","4702"
"1600000US3755000","Raleigh city, North Carolina","470509","1385","420235","6376","251693","8351","127307","7964","721","573","22926","3691","0","210","1642","1753","15946","3984","159","249","15787","3961","50274","6078"
"1600000US0643000","Long Beach city, California","467353","44","274135","10001","136403","7338","60599","5845","1024","635","59686","6240","2990","1785","2882","1750","10551","2009","476","443","10075","1903","193218","10002"
"1600000US2629000","Flint city, Michigan","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"1600000US0650258","Napa city, California","79261","28","48425","2784","43653","2547","536","445","92","144","2069","862","0","211","138","184","1937","627","0","211","1937","627","30836","2788"
"1600000US0648256","Mission Viejo city, California","95196","39","76773","3953","60315","3906","1307","1132","0","211","11447","2420","66","130","269","392","3369","1019","0","211","3369","1019","18423","3947"
"1600000US0407940","Buckeye city, Arizona","74378","41","45373","4457","36568","4141","3285","1491","598","273","2395","2918","113","123","524","511","1890","907","69","118","1821","885","29005","4464"
"1600000US1207300","Boca Raton city, Florida","99241","26","86072","3042","75831","4312","5472","3000","0","229","2566","1194","95","175","780","886","1328","746","148","172","1180","684","13169","3042"
"1600000US4848072","Midland city, Texas","142339","24","82218","2669","65875","2697","10304","1519","1056","1381","2892","1055","182","223","554","965","1355","1281","0","228","1355","1281","60121","2671"
"1600000US1652120","Meridian city, Idaho","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"1600000US0618100","Davis city, California","69288","23","60471","2058","38640","2338","849","603","0","211","16265","2048","0","211","175","208","4542","1729","0","211","4542","1729","8817","2056"
"1600000US0843000","Lakewood city, Colorado","156779","73","120124","4846","106082","5292","2128","968","1410","840","6280","1732","37","66","940","1098","3247","1109","173","212","3074","1101","36655","4850"
"1600000US4965330","St. George city, Utah","87178","28","75822","2267","70716","2612","622","541","1565","1099","615","472","851","747","0","193","1453","1207","0","193","1453","1207","11356","2267"
"1600000US2938000","Kansas City city, Missouri","491809","101","439171","4544","269854","6952","137867","5904","1769","915","12130","1853","220","424","415","310","16916","2978","434","329","16482","2945","52638","4555"
"1600000US1260950","Riverview CDP, Florida","89982","8532","67921","6940","44706","5698","16753","4625","377","432","2525","1358","0","229","380","428","3180","1478","220","255","2960","1450","22061","4717"
"1600000US0680854","Tustin city, California","79787","41","39491","6999","21115","4677","1702","973","0","211","15195","3964","0","211","0","211","1479","744","42","70","1437","735","40296","6999"
"1600000US1982425","Waterloo city, Iowa","67797","20","62840","552","47696","1470","12473","1117","406","263","1088","901","0","163","72","121","1105","649","0","163","1105","649","4957","554"
"1600000US3944856","Lorain city, Ohio","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"1600000US3918000","Columbus city, Ohio","895877","2646","841942","3892","486431","7053","259803","7691","1109","502","54902","4208","68","116","2137","1070","37492","5415","1500","840","35992","5326","53935","4332"
"1600000US4856000","Pasadena city, Texas","153212","48","44416","5364","34224","4267","3870","1730","267","446","2151","1144","35","69","163","161","3706","1502","660","735","3046","1306","108796","5356"
"1600000US2205000","Baton Rouge city, Louisiana","221606","45","212566","2224","79731","4696","121601","5119","246","279","6966","2124","0","217","77","129","3945","1710","50","81","3895","1711","9040","2226"
"1600000US3601000","Albany city, New York","97273","35","88931","1946","49597","3444","28794","2824","0","201","5923","1695","0","201","598","497","4019","1620","163","188","3856","1607","8342","1949"
"1600000US3254600","Paradise CDP, Nevada","242266","11123","156529","10049","88565","7466","28969","6248","1149","676","25123","5126","1684","1133","1849","1314","9190","2289","605","433","8585","2288","85737","7873"
"1600000US0678120","Temecula city, California","114749","44","77660","5768","58753","6118","4363","1636","167","191","8185","2390","2246","2838","281","381","3665","1600","144","171","3521","1575","37089","5767"
"1600000US1810342","Carmel city, Indiana","95767","1374","90775","1961","74195","3151","3719","1587","0","198","9605","2529","107","183","1012","1389","2137","842","0","198","2137","842","4992","1511"
"1600000US4846452","Mansfield city, Texas","74786","2404","55293","3652","37669","3866","11616","2858","458","435","2726","1268","0","228","159","267","2665","2426","0","228","2665","2426","19493","4828"
"1600000US0621712","El Cajon city, California","103229","57","79372","3904","64196","4428","5151","2209","44","81","4716","2024","437","510","398","533","4430","1463","91","109","4339","1449","23857","3908"
"1600000US4263624","Reading city, Pennsylvania","88508","41","28703","2845","16743","2287","8335","2118","46","84","1221","670","0","177","171","180","2187","1297","0","177","2187","1297","59805","2845"
"1600000US2472450","Silver Spring CDP, Maryland","81816","5954","66489","5460","29541","3336","25462","4699","0","206","8421","2351","0","206","567","903","2498","879","0","206","2498","879","15327","4468"
"1600000US2771428","Woodbury city, Minnesota","71299","34","67945","1097","55657","2135","1985","1463","5","11","8408","1900","0","147","0","147","1890","948","322","536","1568","766","3354","1100"
"1600000US0660466","Rialto city, California","103446","36","26754","4259","11227","2539","12681","3275","60","110","2123","1152","0","211","0","211","663","381","72","85","591","397","76692","4251"
"1600000US4075000","Tulsa city, Oklahoma","401112","986","334140","2940","213310","3296","62974","2169","16825","1946","12086","1530","151","178","1421","744","27373","2576","920","663","26453","2438","66972","2865"
"1600000US0668252","San Mateo city, California","105016","38","85666","4426","46985","3966","2209","843","296","266","27130","3751","2557","1667","499","594","5990","1658","126","158","5864","1633","19350","4423"
